key,nom,editeur,installs,avis,note,derniere_version_dc,cloud_meme_editeur,nb_alternatives,exemples
at.celix.jira.plugins.celix-mail-history,Mail History,Communardo Austria GmbH,45,1,3.75,2026-09-09,,5,Issue History for Jira (Work Item Histor (95); Issue History Collector - See History (39); Enterprise Mail Handler for Jira Cloud ( (90); Task Reminder - Slack & Mail Notificatio (14)
com.suggestimate,SuggestiMate for Jira,"Enhancera, LLC",27,9,3.47,2026-01-07,,0,
com.itlab.jira.plugins.status-colors,Status Colors for Jira,it.Lab,34,1,5.0,2026-08-09,,10,Time in Status (208); Status Time Reports Free - Time in Statu (58); Status Time Reports - Time in Status (53); Colored Label Manager - Smart Labels and (46)
com.wittified.atl-announcer-stash,Announcer for Bitbucket Server,Appfire,43,2,3.12,2026-08-03,Announcer for Confluence,5,"Feature Bundle – Self-Service Extension  (51); Message field (12); Lively Blogs - Dynamic News and Feeds fo (15); Released Hub – AI Release Notes, Roadmap (39)"
com.ovyka.jira.satisfaction,Satisfaction survey for Jira by Ovyka,Ovyka,28,3,4.17,2025-07-09,,3,"Customer Satisfaction (CSAT) Survey for  (43); Multivote & Enterprise Survey for Conflu (32); Polls, Votes, Surveys & Community Networ (20)"
com.akeles.jira.plugins.servicedesk-approval,Bulk Approvals for Jira Service Management,Akeles Consulting,19,3,5.0,2026-05-05,,12,"Deep Clone for Jira (Copy Projects, Bulk (134); Bulk Attachment Download (12); Bulk Clone Professional for Jira (18); Extension for Jira Service Management (150)"
nl.avisi.atlassian.user-directory-api,User Directory API for Jira,Avisi Apps bv,16,4,5.0,2026-01-12,,10,Open API (Swagger) Integration (31); Visualize OpenAPI (Swagger) documentatio (21); Enhanced API Authentication for Jira wit (15); External Data for Jira Fields (Connect R (86)
com.tngtech.jira.plugins.issueprinter,Issue Printer for Jira,TNG Technology Consulting GmbH,16,4,5.0,2026-09-10,,11,Email This Issue (181); Issue History for Jira (Work Item Histor (95); Issue Matrix for Jira (42); Default Values for 'Create Issue' screen (26)
com.itlab.jira.plugins.user-picker-avatar,User Picker Avatar for Jira,it.Lab,24,2,5.0,2026-09-02,,7,Issue Picker for Jira (13); User Management for Jira (bulk & timed i (25); Flexible User License - Auto User Manage (22); Flexible User License - Auto User Manage (17)
com.akelesconsulting.jira.plugins.SQLReporter,SQL Reporter for Jira,Akeles Consulting,24,2,5.0,2025-08-21,,17,"SQL for Confluence (Pro Edition) (29); eazyBI for Jira Reports, Charts, and Das (227); Reports and Timesheets for Jira (108); Reporting for Confluence (100)"
fi.apio.asciidoc-viewer,AsciiDoc Viewer for Bitbucket,ncode,33,1,5.0,2026-09-12,,1,Dependency Map for Jira (link viewer) (13)
net.veniture.jsd.gdpr.JSDPR,GDPR for Service Management,DC Factory,21,5,4.25,2026-06-17,,10,Extension for Jira Service Management (150); Chat for Jira Service Management (57); Actions for Jira Service Management (36); Advanced Portal Reports for Jira Service (48)
com.easesolutions.jira.plugins.customfields.project-field-manager,easeContext - Context Manager for Jira,Ease Solutions Consulting GmbH,23,2,5.0,2026-06-09,,0,
com.glintech.confluence.termsandconditions.termsandconditions,Terms and Conditions for Confluence,GLiNTECH - a Valiantys company,18,4,4.69,2026-09-10,Terms and Conditions for Confluence Cloud,5,"Smart Terms Glossary (Definitions, Highl (46); Workflow Enhancer for Jira (43); Group Sign-Off: parallel Multi-Approvals (41); Approval Path for Jira (26)"
pl.softlist.confluence.lp.confluence-ukrainian-language-pack,Ukrainian Language Pack for Confluence,Softlist Sp. z o.o.,31,1,5.0,2026-06-12,,5,Service Pack for Agents (28); Lango AI Translator: Language & translat (33); Chinese (China) Language Patch for Jira (11); Translations for Confluence (35)
com.devoog.jira.plugin.translateFields,Translate Field Options for Jira,The Adaptavist Group,34,2,3.75,2025-11-05,,12,Lango AI Translator: Language & translat (33); Translations for Confluence (35); Fields - Custom Fields for Jira (48); Awesome Custom Fields – Custom Fields fo (27)
com.tngtech.confluence.plugins.gardening,Page Gardener Companion for Confluence,TNG Technology Consulting GmbH,22,2,5.0,2026-09-10,,8,"Copy Page Tree (67); AutoPage (Creates pages in Confluence wi (15); KARMA Page Builder for Confluence (Conte (164); Page Tree Creator Pro (Blueprint, Templa (22)"
com.wittified.jira.agile-board-template-builder,Agile Board Template Builder for Jira,Appfire,30,1,5.0,2026-08-06,,11,Easy Agile Programs - PI Planning Progra (46); Advanced Kanban & Agile Boards: SAFe & W (17); Templating.app🚀Project Templates & Issue (76); Issue Templates Pro - Description Templa (54)
com.miniorange.oauth.bamboo-oauth,mO OAuth/OpenID Connect (OIDC) for Bamboo SSO,miniOrange,12,5,5.0,2026-09-11,,10,Single Sign On (SSO) via OAuth and OpenI (53); SAML/OAuth SSO for JSM Customers (19); Single Sign On (SSO) via OAuth/OpenID fo (74); Enhanced API Authentication for Jira wit (15)
com.almworks.jira.bundle,Structure.Bundle by Tempo - Portfolio Management & Jira PPM,Tempo Software,84,0,0,2026-08-07,,10,Structure by Tempo - Jira Portfolio Mana (408); Gantt Charts for Structure PPM - Jira Ro (61); Timesheets by Tempo - Jira Time Tracking (898); Feature Bundle – Self-Service Extension  (51)
biz.softlist.catcher.AlertCatcher,Alert Catcher - Zabbix SIEM integration with Jira,Softlist Sp. z o.o.,16,3,5.0,2025-03-17,,0,
com.akeles.jira.plugins.TableCustomFields,Table Custom Fields for Jira,Akeles Consulting,31,3,3.33,2026-07-06,,7,Awesome Custom Fields – Custom Fields fo (27); Jira Misc Custom Fields (JMCF) (92); Fields - Custom Fields for Jira (48); Power Custom Fields for Jira (34)
de.communardo.confluence.plugins.apc,Accessibility for Confluence,Elevatic,20,2,5.0,2026-09-16,,1,Multiplier - Access Management & IGA for (19)
org.valens.dynamicPlans,"Dynamic Plans, DSL & Pipeline for Bamboo",Hutuleac Iulius,14,10,4.12,2024-03-20,,11,Dynamic Forms for Jira (58); Planning Poker ® (134); Activity Timeline: Resource Capacity Pla (121); Scrumpy Planning Poker for Jira (22)
com.almarise.gpp,Groups Plus - Attributes and delegated management,Almarise,25,3,3.75,2026-09-09,,7,Clone Plus for Jira (58); QAlity Plus - Test Management for Jira (56); SoftComply Risk Manager Plus for Advance (10); User/Group Export & License Optimizer fo (18)
com.porzelt.jira.simpletemplates.CannedIssues,Canned Issues,Maximilian Porzelt,17,3,4.67,2026-07-04,,12,Canned Responses Pro Templates for Jira (108); Email This Issue (181); Response Templates for Jira (Canned Resp (11); Issue History for Jira (Work Item Histor (95)
com.miniorange.jira.crowd.jira-crowd-sso,mO SSO connector for Crowd and Jira,miniOrange,25,1,5.0,2026-09-11,,16,Single Sign On SAML SSO for Jira (SSO SA (82); Power BI Connector for Jira (159); Connector for Salesforce & Jira (236); SAML/OAuth SSO for JSM Customers (19)
eps.focuspro.variables,Easy Variables for Confluence,EPS Software Engineering AG,25,1,5.0,2026-06-26,,11,"Easy Issue Templates for Jira (81); Easy Heading Macro (Floating Table of Co (19); Easy Numbered Headings (12); Easy Agile TeamRhythm: Story Map, Insigh (161)"
com.prontop.extra-fields-for-jira-service-desk,Ultimate Requests (for Jira Service Management),aety aps,19,4,4.06,2026-06-30,,2,My Requests Extension for Jira Service M (34); Workzone: PullRequest Workflow (23)
com.luxplugins.jira.plugin.scim-user-provisioning,SCIM User Provisioning for Jira,LuxPlugins,23,1,5.0,2026-09-16,,11,"SCIM Provisioning, User Sync & Group Syn (10); Single Sign On SAML SSO for Jira (SSO SA (82); User Management for Jira (bulk & timed i (25); Flexible User License - Auto User Manage (22)"
de.catworkx.jira.plugins.push_pull_favorites,Teamworkx Push and Pull Favorites,catworkx GmbH,33,2,2.5,2025-10-09,,5,"Workzone: PullRequest Workflow (23); Git Integration for Jira (GitHub, GitLab (343); Include from Bitbucket to Confluence (Ma (19); PR-Booster For Bitbucket (15)"
com.enhancera.confaccesslog,Access Log for Confluence,"Enhancera, LLC",21,1,5.0,2026-08-31,,1,Multiplier - Access Management & IGA for (19)
net.seibertmedia.jira.plugin.instaprinta,InstaPrinta - Issue Print Templates for Jira,Seibert,7,7,5.0,2026-01-16,,0,
net.veniture.jira.vAgent,Agent Extensions for Service Management,DC Factory,15,2,5.0,2026-06-03,,13,Extension for Jira Service Management (150); Service Pack for Agents (28); Theme Extension for Jira Service Managem (26); My Requests Extension for Jira Service M (34)
de.accxia.apps.jira.loginfree.LoginFree4JSD,LoginFree for Jira Service Management,Accxia,10,8,4.38,2025-04-14,,9,Extension for Jira Service Management (150); Chat for Jira Service Management (57); Actions for Jira Service Management (36); Advanced Portal Reports for Jira Service (48)
com.miniorange.confluence.crowd.confluence-crowd-sso,mO SSO Connector for Crowd and Confluence,miniOrange,20,1,5.0,2026-03-16,,16,Single Sign On SAML SSO for Jira (SSO SA (82); Power BI Connector for Jira (159); Connector for Salesforce & Jira (236); SAML/OAuth SSO for JSM Customers (19)
eu.toimproveit.saml.jira.SAML4JIRA,SAML (SSO) Single Sign-On for Jira,2improveIT,18,2,4.38,2026-03-04,,11,Single Sign On SAML SSO for Jira (SSO SA (82); SAML/OAuth SSO for JSM Customers (19); Translations for Confluence (35); Copy Page Tree (67)
io.innovura.plugins.tinker-for-jsd,Tinker for JSM - Toolbox,Futurate,8,5,5.0,2025-10-20,,15,Queues for Jira & JSM (47); Discord for Jira & JSM (12); Microsoft Teams for Jira & JSM (30); Microsoft 365 for Jira & JSM (Teams & Ou (195)
de.stagil.jira.stagil-database-sync,STAGIL Database Synchronizer,STAGIL by catworkx,8,5,5.0,2026-09-16,,6,"STAGIL Navigation Menus for Jira (20); Properties - Templates, Metadata & Datab (17); STAGIL Assets - Link & Relation Manageme (32); PocketQuery - Connect SQL Databases & RE (79)"
tr.com.obss.atlassian.delegation,Keychain - Delegation for Jira,OBSS,14,2,5.0,2026-03-04,,0,
com.hivestone.confluence.plugins.conditionalmultiexcerpt,Conditional Multiexcerpt,Hivestone,14,2,5.0,2026-03-07,,5,MultiExcerpt (72); Workflow Enhancer for Jira (43); Group Sign-Off: parallel Multi-Approvals (41); Approval Path for Jira (26)
com.qotilabs.confluence.rich-filters-macro-plugin,Rich Filters::Reports and Charts for Confluence,Appfire,56,0,0,2025-08-05,Rich Filters for Jira Dashboards,6,"Table Filter, Charts & Spreadsheets for  (442); Filters Activity Stream (22); Quick Filters for Jira Dashboards (Chart (22); Smart Tables for Confluence (Table Filte (17)"
com.tse.confluence.ldapgroupsync.plugin.confluence-ldap-group-sync-plugin,User Groups Sync for Confluence,ILA eSolution,9,4,5.0,2026-01-21,,10,"SCIM Provisioning, User Sync & Group Syn (10); User/Group Export & License Optimizer fo (18); User Profiles for Jira (Microsoft Attrib (26); User Profiles for Confluence (Microsoft  (31)"
ch.bitvoodoo.confluence.plugins.advanced-search,Advanced Search for Confluence,Elevatic,54,0,0,2025-11-05,,7,JQL Search Extensions for Jira (51); Advanced Portal Reports for Jira Service (48); Advanced Panelboxes for Confluence (12); Advanced Microsoft Teams Connector for J (43)
io.aety.favfjsd,Feedback and Voting for JSM,aety aps,10,3,5.0,2025-09-19,,13,"Smart Forms for Jira (JSM, JWM, Confluen (48); Polls, Votes, Surveys & Community Networ (20); Released Hub – AI Release Notes, Roadmap (39); Queues for Jira & JSM (47)"
com.ila.esolution.jira.adgroupsync.plugin.jira-ad-group-sync-plugin,User Groups Sync for Jira,ILA eSolution,10,3,5.0,2026-01-12,,10,"SCIM Provisioning, User Sync & Group Syn (10); User/Group Export & License Optimizer fo (18); User Profiles for Jira (Microsoft Attrib (26); User Profiles for Confluence (Microsoft  (31)"
nl.avisi.atlassian.confluence.user-directory-api,User Directory API for Confluence,Avisi Apps bv,8,4,5.0,2026-01-12,,10,Open API (Swagger) Integration (31); Visualize OpenAPI (Swagger) documentatio (21); Enhanced API Authentication for Jira wit (15); External Data for Jira Fields (Connect R (86)
com.akeles.jira.plugins.JiraUserAuditor,User Auditor for Jira,Akeles Consulting,17,1,5.0,2026-06-23,,9,User Management for Jira (bulk & timed i (25); Flexible User License - Auto User Manage (22); Flexible User License - Auto User Manage (17); User Profiles for Jira (Microsoft Attrib (26)
org.hotovo.jira.amazon-s3-storage-connector-for-jira,Amazon S3 Connector for Jira,TeamOps FACTORY (Solumiss Group),12,2,5.0,2026-03-03,,12,"draw.io Diagrams | UML, BPMN, AWS, ERD,  (1205); Power BI Connector for Jira (159); Connector for Salesforce & Jira (236); Slack Integration+ for Jira (77)"
com.porzelt.jira.optimize.Optimize,Optimize,Maximilian Porzelt,9,3,5.0,2024-06-24,,4,"Optimizer for Jira (Health Checks & Clea (33); User/Group Export & License Optimizer fo (18); Doctor Pro: Audit, Optimize & Manage Con (10); Revyz Command Center for Jira (Backup Co (19)"
com.itlab.jira.plugins.maintenance-mode,Maintenance for Jira,it.Lab,16,1,5.0,2026-08-09,,8,Easy Calendar Integration for Jira (Sync (17); Awesome Custom Fields – Custom Fields fo (27); JSU Automation Suite for Jira Workflows (298); JXL - Sheets Hierarchy Structure Sum-up  (148)
com.enhancera.jiraaccesslog,Access Log for Jira,"Enhancera, LLC",48,0,0,2026-08-31,,1,Multiplier - Access Management & IGA for (19)
biz.everit.confluence.license-optimizer,License Optimizer for Confluence,EverIT by catworkx,47,0,0,2026-04-08,,7,"User/Group Export & License Optimizer fo (18); IT Assets, License - Asset Management fo (71); Asset Management for Jira (IT Assets & L (67); Flexible User License - Auto User Manage (22)"
de.kupper.it.atlassian.confluence.categorise.spaces,Categorise spaces,Kupper Software,14,2,4.38,2026-02-23,,5,SubSpace Navigation for Confluence (63); Space Templates & Content Templates for  (16); Space Sync for Confluence (Copy & Publis (11); Custom Space User Management (CSUM) for  (17)
com.miniorange.twofactor.bitbucket-twofactor,mO 2FA for Bitbucket (Two Factor Authentication),miniOrange,46,0,0,2026-08-04,,5,"Fields - Custom Fields for Jira (48); Pivot Report: Roll Up Epic Issues, Workl (80); Single Sign On (SSO) via OAuth/OpenID fo (74); Single Sign On (SSO) via OAuth and OpenI (53)"
com.softcrts.eventsmeetings.plugins.events.meetings.confluence,Events and Meetings For Confluence,SoftCrts,46,0,0,2026-07-22,,4,Meetical Calendar & AI Meetings (Outlook (39); MANTRA Intranet | News Events Theme Mobi (100); AI Scrum Master - Standup Meetings & Tim (127); AgileMinutes - Meeting Minutes for Jira (17)
de.resolution.albauth.jira,AWS SSO ALB & Amazon Authentication for Jira User Sync,resolution Reichert Network Solutions GmbH,15,1,5.0,2026-09-07,,5,"draw.io Diagrams | UML, BPMN, AWS, ERD,  (1205); Single Sign On SAML SSO for Jira (SSO SA (82); SAML/OAuth SSO for JSM Customers (19); Single Sign On (SSO) via OAuth and OpenI (53)"
de.resolution.vanityurl,Link Shortener & URL Redirects for Confluence,resolution Reichert Network Solutions GmbH,45,0,0,2026-09-08,,6,Link Management - Broken Link Detection  (10); Advanced Link Manager for Jira (Dependen (10); Dependency Map for Jira (link viewer) (13); Links Hierarchy:  Track Work item Depend (28)
com.infosysta.confluence.arabic-for-confluence,Arabic for Confluence,Futurate,15,1,5.0,2026-06-08,,0,
at.celix.jira.plugins.zones,Zones,Communardo Austria GmbH,15,1,5.0,2026-04-02,,7,"Agile Poker for Jira - Planning & Estima (110); Gantt Charts, Forecasting, Roadmap, Kanb (12); Multiple Checklists for Jira (29); Async Poker: Planning Poker & Estimation (45)"
net.gsolution.plugins.jira-msteams-connector,Microsoft Teams Connector for Jira,Globo Solutions,19,2,3.12,2026-05-06,,7,Advanced Microsoft Teams Connector for J (43); Advanced Microsoft Teams Connector for C (17); Microsoft 365 for Jira & JSM (Teams & Ou (195); Microsoft Teams for Jira & JSM (30)
org.evoja.bitbucket.advanced-logging,Advanced Logging for Bitbucket,Evoja,44,0,0,2025-07-10,,8,Advanced Portal Reports for Jira Service (48); Advanced Panelboxes for Confluence (12); Advanced Microsoft Teams Connector for J (43); Advanced Microsoft Teams Connector for C (17)
jiraissuecardprinter.jiraissuecardprinter,QR Issue Card Printer for Jira,Sngular,11,4,4.06,2026-04-02,QR Issue Card Printer for Jira Cloud,7,Agile Cards - Print Issues from Jira (70); Email This Issue (181); Miro Cards for Jira (10); Issue History for Jira (Work Item Histor (95)
com.akeles.jira.plugins.issue-archiver,Issue Archiver & Attachment Housekeeper for Jira,Akeles Consulting,14,1,5.0,2026-05-19,,12,Better Content Archiving and Analytics f (155); Bulk Attachment Download (12); Cenote Lockpoint - Attachment Checkout (29); Email This Issue (181)
com.stellarity.bamboo.ftp-task,FTP Task,Stellarity Software,42,0,0,2026-02-09,,3,"Task Hub for Jira (15); Task Reminder - Slack & Mail Notificatio (14); Easy Clone: Bulk Clone Issues, Epics & S (36)"
com.jplugs.slatimer,SLA Timer for Jira,jPlugs,15,2,3.75,2026-01-23,,5,Time to SLA (238); Countdown Timer (40); SLA Time and Report for Jira (SLA Manage (130); SLA PowerBox - On Time Service Delivery (33)
jp.ricksoft.plugins.alfresco-for-confluence,Alfresco Connector for Confluence,"Ricksoft, Inc.",6,4,5.0,2026-08-27,,16,Power BI Connector for Jira (159); Connector for Salesforce & Jira (236); Slack Integration+ for Jira (77); Power BI Connector - Connect Power BI an (59)
com.herzum.jira.plugins.herzum-quick-linker,Herzum Quick Linker,Herzum,6,4,5.0,2025-05-20,,5,Quick Filters for Jira Dashboards (Chart (22); Navigation Menus for Confluence (quick & (17); Smart Checklists for Jira (132); Multivote & Enterprise Survey for Conflu (32)
de.accxia.apps.jira.sw.tools.StoryPoints,StoryPoints & Agile Tools for Jira,Accxia,13,1,5.0,2023-03-01,,9,"Agile Tools-Epic Tree, Links Tree, Time  (20); ActionableAgile® Analytics: Kanban/ Agil (32); Agile Retrospectives for Jira (23); Agile Retrospectives for Confluence (14)"
com.shdsd.plugin.feiShu-jira,FeiShu for Jira,DragonSoft,38,0,0,2026-08-14,,0,
com.whitesoftware.jira.cmdb-extensions,jCMDB Asset Management,White Software,8,4,4.38,2026-02-09,,10,"Asset Management for Jira (IT Assets & L (67); IT Assets, License - Asset Management fo (71); Snipe-IT for Jira (Asset Management, JSM (12); Light Asset Management for Jira (26)"
com.itlab.jira.plugins.project-documentation,Project Documentation for Jira,it.Lab,12,1,5.0,2026-08-09,,14,Comala Document Management (175); Documents for Jira (23); Comala Document Control (24); Smart Configuration: Documentation for J (46)
com.moveworkforward.bamboo.slack-notifier,Slack Connector for Bamboo,Move Work Forward,12,1,5.0,2026-01-14,,14,Slack Integration+ for Jira (77); Slack Integration for Jira (17); Power BI Connector for Jira (159); Connector for Salesforce & Jira (236)
de.devopssystems.confluence.hooks.bitbucket.confluence-hooks-for-bitbucket,Smart Hooks for Confluence in Bitbucket,DevOpsSystems GmbH,12,1,5.0,2025-12-10,,14,Smart Checklists for Jira (132); Jira Hooks for Bitbucket (12); Smart Configuration: Documentation for J (46); Smart Issue Templates for Jira (56)
eu.mirrorlake.plugins.jira2excel,Mirrorlake Excel Importer,Mirrorlake Software,12,1,5.0,2026-01-14,,5,"Mirrorlake Pivot Charts (13); Better Excel Exporter for Jira (254); Excel-like Tables for Confluence (Spread (27); Table Filter, Charts & Spreadsheets for  (442)"
com.fulstech.jira-latex,LaTeX Math for Jira Data Center,Fulstech,35,0,0,2026-01-28,LaTeX Math for Jira Cloud,4,"LaTeX Math+ for Confluence (33); LaTeX Math (40); Mosaic: Content Formatting Macros, Tabs  (113); AURA Content Formatting Macros Tabs LaTe (212)"
com.izymes.stash-reminders,Reminders for Bitbucket,Izymes Pty Ltd,35,0,0,2026-09-09,,5,"Reminders for Jira (20); Date Reminder for Confluence (12); Reminder for Jira (Follow-Ups, Deadlines (32); Simple Reminder – Email Notifications (12)"
com.mgmtp.confluence.app.confluence-browse-people-permission,Browse People Permission for Confluence,mgm technology partners,8,2,5.0,2026-03-30,,0,
de.resolution.httpheaderauth.jira,HTTP Header Authentication for Jira,resolution Reichert Network Solutions GmbH,8,2,5.0,2026-09-07,,6,Enhanced API Authentication for Jira wit (15); Single Sign On (SSO) via OAuth/OpenID fo (74); Single Sign On (SSO) via OAuth and OpenI (53); AURA Content Formatting Macros Tabs LaTe (212)
com.itlab.confluence.plugins.source-editor,Page Source Editor for Confluence,it.Lab,11,1,5.0,2025-10-01,,9,Source Editor for Confluence (25); Customfield Editor for Jira (29); Copy Page Tree (67); KARMA Page Builder for Confluence (Conte (164)
nl.avisi.atlassian.stash.user-directory-api,User Directory API for Bitbucket,Avisi Apps bv,5,4,5.0,2026-01-12,,10,Open API (Swagger) Integration (31); Visualize OpenAPI (Swagger) documentatio (21); Enhanced API Authentication for Jira wit (15); External Data for Jira Fields (Connect R (86)
de.resolution.albauth.confluence,AWS SSO ALB & Amazon Authentication for Confluence User Sync,resolution Reichert Network Solutions GmbH,10,1,5.0,2026-09-07,,5,"draw.io Diagrams | UML, BPMN, AWS, ERD,  (1205); Single Sign On SAML SSO for Jira (SSO SA (82); SAML/OAuth SSO for JSM Customers (19); Single Sign On (SSO) via OAuth and OpenI (53)"
de.mid.oslc-connector-for-confluence,OSLC Connector for Confluence,MID GmbH,10,1,5.0,2026-09-21,,16,Power BI Connector for Jira (159); Connector for Salesforce & Jira (236); Slack Integration+ for Jira (77); Power BI Connector - Connect Power BI an (59)
net.veniture.confluence.vSearchHighlighter,Colour & Search Extension for Confluence,DC Factory,10,1,5.0,2025-06-04,,7,JQL Search Extensions for Jira (51); Jira Misc Workflow Extensions (JMWE) (534); Extension for Jira Service Management (150); Theme Extension for Jira Service Managem (26)
com.hivestone.confluence.plugins.linkreport,Link Error Report for Confluence,Hivestone,10,5,3.25,2026-03-07,,15,"HubSpot CRM for Jira Report, Issue Link  (11); eazyBI for Jira Reports, Charts, and Das (227); Reports and Timesheets for Jira (108); Reporting for Confluence (100)"
com.itlab.jira.plugins.issue-linked-event,Issue Link Filter for Jira,it.Lab,10,1,5.0,2026-08-09,,7,"Rich Filters for Jira Dashboards (185); Tissue - Table of linked Issues (13); Table Filter, Charts & Spreadsheets for  (442); HubSpot CRM for Jira Report, Issue Link  (11)"
com.pitronote.jira.Delegated_Administration,Delegated Administration for Jira,Pitronote,7,2,5.0,2026-03-30,,7,Delegated Project Creator for Jira (33); Custom Space User Management (CSUM) for  (17); Group Sign-Off: parallel Multi-Approvals (41); Customfield Editor for Jira (29)
com.deview-studios.atlassian.confluence.private-ai,Private AI for Confluence,Deview Studios,29,0,0,2026-07-09,,9,AI for Confluence Cloud (44); AI Copilot for Jira (18); AI for Jira Cloud (19); (AI powered) Automated Release Notes & R (48)
net.veniture.jira.read-indicator,Issue Read Status,DC Factory,10,5,3.0,2025-11-19,,12,Time in Status (208); Status Time Reports - Time in Status (53); Status Time Reports Free - Time in Statu (58); QC Read and Understood for Confluence (15)
com.methoda.plugins.administerFields,Custom Fields Administrator For Jira Project,Methoda,9,1,5.0,2026-06-24,,6,Awesome Custom Fields – Custom Fields fo (27); Jira Misc Custom Fields (JMCF) (92); Fields - Custom Fields for Jira (48); Power Custom Fields for Jira (34)
com.stellarity.bamboo.boosttest-task,Boost::Test Task,Stellarity Software,9,1,5.0,2025-12-15,,11,PR-Booster For Bitbucket (15); Worklog Time Tracking in Jira & Timeshee (19); Enhancer Plugin for Jira (70); Connector for Salesforce & Jira (236)
jp.ricksoft.plugins.alfresco-for-jira,Alfresco Connector for Jira,"Ricksoft, Inc.",4,5,4.75,2026-08-27,,17,Power BI Connector for Jira (159); Connector for Salesforce & Jira (236); Slack Integration+ for Jira (77); Power BI Connector - Connect Power BI an (59)
ge.twinit.llc.twinitmigration,Insight Assets Cloud Migration Assistant,Twinit,27,0,0,2026-08-12,Insight Assets Backup & Migration,10,"IT Assets, License - Asset Management fo (71); Asset Management for Jira (IT Assets & L (67); Snipe-IT for Jira (Asset Management, JSM (12); Easy Agile TeamRhythm: Story Map, Insigh (161)"
de.resolution.user-deactivator.bitbucket,User Management - License & User Deactivator for Bitbucket,resolution Reichert Network Solutions GmbH,27,0,0,2026-09-09,User Management and License Optimizer for Jira & Confluence,6,User Management for Jira (bulk & timed i (25); Flexible User License - Auto User Manage (22); My User Manager for Jira (11); Flexible User License - Auto User Manage (17)
org.techtime.bamboo.plugins.easysso,EasySSO for Bamboo (Kerberos/NTLM/HTTP headers/SAML SSO),TechTime Initiative Group Limited,6,2,5.0,2026-09-01,,3,"Zephyr - Test Management and Automation  (492); OnLink Import for Assets, Entra ID, Intu (20); QMetry - Test Management for Jira (QTM4J (200)"
de.mid.oslc-connector-for-jira,OSLC Connector for Jira,MID GmbH,8,1,5.0,2026-09-22,,16,Power BI Connector for Jira (159); Connector for Salesforce & Jira (236); Slack Integration+ for Jira (77); Power BI Connector - Connect Power BI an (59)
com.brikit.pinboards,Brikit Pinboards for Confluence,Brikit,8,1,5.0,2026-03-23,,9,Agile Cards - Print Issues from Jira (70); Composition Tabs for Confluence (77); Work Time Calendar - Time Tracking for J (75); Gantt Suite for Jira: project management (15)
de.kupper.it.atlassian.confluence.rsvp,Events and Community (RSVP),Kupper Software,8,1,5.0,2026-07-09,,2,"MANTRA Intranet | News Events Theme Mobi (100); Polls, Votes, Surveys & Community Networ (20)"
de.accxia.apps.jira.enhancedportal.PortalStyler,Portal Styler for JSM,Accxia,23,0,0,2026-07-20,,9,"view26 Charts, Portal Reports & Dashboar (29); JSM Mobile - Service Management Portal (16); Advanced Portal Reports for Jira Service (48); Queues for Jira & JSM (47)"
net.seibertmedia.jira.plugins.epic-panel-plugin,Custom Epic Panel,Seibert,23,0,0,2026-01-16,,13,"Deep Clone for Jira (Copy Projects, Bulk (134); Awesome Custom Fields – Custom Fields fo (27); Jira Misc Custom Fields (JMCF) (92); Elements Copy & Sync (clone issues, proj (57)"
com.tngtech.confluence.plugins.confluence-translator-plugin,Next Generation Translator for Confluence,TNG Technology Consulting GmbH,5,2,5.0,2026-09-10,,5,Lango AI Translator: Language & translat (33); Translations for Confluence (35); Interlingo - Translator for Confluence (10); Classic Settings for Next-Gen projects (10)
net.brutscher.confluence.editortemplates.EditorTemplates,Editor Templates,IT-Beratung Dirk Brutscher,7,1,5.0,2025-12-03,,14,Source Editor for Confluence (25); Templating.app🚀Project Templates & Issue (76); Issue Templates Pro - Description Templa (54); Customfield Editor for Jira (29)
de.resolution.apitokenauth.bitbucket,API Token Authentication for Bitbucket,resolution Reichert Network Solutions GmbH,7,1,5.0,2026-08-27,,6,Enhanced API Authentication for Jira wit (15); Open API (Swagger) Integration (31); Visualize OpenAPI (Swagger) documentatio (21); External Data for Jira Fields (Connect R (86)
com.luxplugins.jira.plugin.scim-user-provisioning-for-confluence,SCIM User Provisioning for Confluence,LuxPlugins,7,1,5.0,2026-09-16,,11,"SCIM Provisioning, User Sync & Group Syn (10); Single Sign On SAML SSO for Jira (SSO SA (82); User Management for Jira (bulk & timed i (25); Flexible User License - Auto User Manage (22)"
com.enhancera.pii.pii4conf,PII Protector for Confluence,"Enhancera, LLC",22,0,0,2026-08-14,PII Protector for Jira,3,"Security for Confluence PII & Secret Sca (15); Data Protection Toolkit: GDPR, PII & DLP (12); Compliance for Confluence (DLP, Classifi (11)"
net.seibertmedia.confluence.plugin.termsofuse-plugin,Terms of Use,Seibert,22,0,0,2025-09-09,,2,"Smart Terms Glossary (Definitions, Highl (46); Reporting for Confluence (100)"
com.stiltsoft.bitbucket.teamcity,TeamCity Integration for Bitbucket,Stiltsoft Europe OÜ,21,0,0,2025-09-23,TeamCity Integration for Jira,15,Slack Integration+ for Jira (77); Open API (Swagger) Integration (31); Toggl Integration for Jira (37); Power BI Connector for Jira (159)
com.stellarity.bamboo.googletest-task,GoogleTest Task,Stellarity Software,21,0,0,2025-12-15,,3,"Task Hub for Jira (15); Task Reminder - Slack & Mail Notificatio (14); Easy Clone: Bulk Clone Issues, Epics & S (36)"
